date,sku,product_name,channel,price,volume,cost,promo_flag
2026-01-26,AE-002,Crunchy Bites Beef 6oz,Chewy.com,8.94,1166,2.95,0
2026-02-02,AE-002,Crunchy Bites Beef 6oz,Chewy.com,8.93,1021,2.95,0
2026-02-09,AE-002,Crunchy Bites Beef 6oz,Chewy.com,8.9,1108,2.95,0
2026-02-16,AE-002,Crunchy Bites Beef 6oz,Chewy.com,9.06,1046,2.95,0
2026-02-23,AE-002,Crunchy Bites Beef 6oz,Chewy.com,8.96,1039,2.95,0
2026-03-02,AE-002,Crunchy Bites Beef 6oz,Chewy.com,9.01,1200,2.95,0
2026-03-09,AE-002,Crunchy Bites Beef 6oz,Chewy.com,8.94,1318,2.95,0
2026-03-16,AE-002,Crunchy Bites Beef 6oz,Chewy.com,8.99,1285,2.95,0
2026-03-23,AE-002,Crunchy Bites Beef 6oz,Chewy.com,9.08,1390,2.95,0
2026-03-30,AE-002,Crunchy Bites Beef 6oz,Chewy.com,9.08,1217,2.95,0
2026-04-06,AE-002,Crunchy Bites Beef 6oz,Chewy.com,9.02,1205,2.95,0
2026-04-13,AE-002,Crunchy Bites Beef 6oz,Chewy.com,8.91,1200,2.95,0
2026-04-20,AE-002,Crunchy Bites Beef 6oz,Chewy.com,8.95,1214,2.95,0
2026-04-27,AE-002,Crunchy Bites Beef 6oz,Chewy.com,9.01,1192,2.95,0
2026-05-04,AE-002,Crunchy Bites Beef 6oz,Chewy.com,9.02,1395,2.95,0
2026-05-11,AE-002,Crunchy Bites Beef 6oz,Chewy.com,9.02,1356,2.95,0
2026-05-18,AE-002,Crunchy Bites Beef 6oz,Chewy.com,9.02,1159,2.95,0
2025-05-26,AE-002,Crunchy Bites Beef 6oz,Petco,9.43,741,2.95,0
2025-06-02,AE-002,Crunchy Bites Beef 6oz,Petco,8.02,921,2.95,1
2025-06-09,AE-002,Crunchy Bites Beef 6oz,Petco,9.42,832,2.95,0
2025-06-16,AE-002,Crunchy Bites Beef 6oz,Petco,9.41,907,2.95,0
2025-06-23,AE-002,Crunchy Bites Beef 6oz,Petco,9.4,875,2.95,0
2025-06-30,AE-002,Crunchy Bites Beef 6oz,Petco,9.53,909,2.95,0
2025-07-07,AE-002,Crunchy Bites Beef 6oz,Petco,9.51,815,2.95,0
2025-07-14,AE-002,Crunchy Bites Beef 6oz,Petco,5.66,1424,2.95,1
2025-07-21,AE-002,Crunchy Bites Beef 6oz,Petco,9.51,765,2.95,0
2025-07-28,AE-002,Crunchy Bites Beef 6oz,Petco,9.5,620,2.95,0
2025-08-04,AE-002,Crunchy Bites Beef 6oz,Petco,9.49,876,2.95,0
2025-08-11,AE-002,Crunchy Bites Beef 6oz,Petco,9.47,807,2.95,0
2025-08-18,AE-002,Crunchy Bites Beef 6oz,Petco,9.46,870,2.95,0
2025-08-25,AE-002,Crunchy Bites Beef 6oz,Petco,8.02,826,2.95,1
2025-09-01,AE-002,Crunchy Bites Beef 6oz,Petco,9.46,903,2.95,0
2025-09-08,AE-002,Crunchy Bites Beef 6oz,Petco,9.47,825,2.95,0
2025-09-15,AE-002,Crunchy Bites Beef 6oz,Petco,9.43,822,2.95,0
2025-09-22,AE-002,Crunchy Bites Beef 6oz,Petco,8.5,869,2.95,1
2025-09-29,AE-002,Crunchy Bites Beef 6oz,Petco,9.4,827,2.95,0
2025-10-06,AE-002,Crunchy Bites Beef 6oz,Petco,9.37,864,2.95,0
2025-10-13,AE-002,Crunchy Bites Beef 6oz,Petco,9.47,844,2.95,0
2025-10-20,AE-002,Crunchy Bites Beef 6oz,Petco,9.49,686,2.95,0
2025-10-27,AE-002,Crunchy Bites Beef 6oz,Petco,9.42,924,2.95,0
2025-11-03,AE-002,Crunchy Bites Beef 6oz,Petco,9.53,1206,2.95,0
2025-11-10,AE-002,Crunchy Bites Beef 6oz,Petco,8.02,1459,2.95,1
2025-11-17,AE-002,Crunchy Bites Beef 6oz,Petco,9.41,1265,2.95,0
2025-11-24,AE-002,Crunchy Bites Beef 6oz,Petco,9.41,1276,2.95,0
2025-12-01,AE-002,Crunchy Bites Beef 6oz,Petco,8.02,1342,2.95,1
2025-12-08,AE-002,Crunchy Bites Beef 6oz,Petco,9.37,1236,2.95,0
2025-12-15,AE-002,Crunchy Bites Beef 6oz,Petco,9.47,1078,2.95,0
2025-12-22,AE-002,Crunchy Bites Beef 6oz,Petco,9.35,1198,2.95,0
2025-12-29,AE-002,Crunchy Bites Beef 6oz,Petco,7.08,1600,2.95,1
2026-01-05,AE-002,Crunchy Bites Beef 6oz,Petco,9.5,657,2.95,0
2026-01-12,AE-002,Crunchy Bites Beef 6oz,Petco,9.39,716,2.95,0
2026-01-19,AE-002,Crunchy Bites Beef 6oz,Petco,9.49,694,2.95,0
2026-01-26,AE-002,Crunchy Bites Beef 6oz,Petco,9.53,703,2.95,0
2026-02-02,AE-002,Crunchy Bites Beef 6oz,Petco,9.5,824,2.95,0
2026-02-09,AE-002,Crunchy Bites Beef 6oz,Petco,8.02,1009,2.95,1
2026-02-16,AE-002,Crunchy Bites Beef 6oz,Petco,9.39,730,2.95,0
2026-02-23,AE-002,Crunchy Bites Beef 6oz,Petco,6.61,1232,2.95,1
2026-03-02,AE-002,Crunchy Bites Beef 6oz,Petco,9.37,954,2.95,0
2026-03-09,AE-002,Crunchy Bites Beef 6oz,Petco,9.46,902,2.95,0
2026-03-16,AE-002,Crunchy Bites Beef 6oz,Petco,9.39,797,2.95,0
2026-03-23,AE-002,Crunchy Bites Beef 6oz,Petco,9.47,799,2.95,0
2026-03-30,AE-002,Crunchy Bites Beef 6oz,Petco,9.47,1123,2.95,0
2026-04-06,AE-002,Crunchy Bites Beef 6oz,Petco,9.43,930,2.95,0
2026-04-13,AE-002,Crunchy Bites Beef 6oz,Petco,6.61,1436,2.95,1
2026-04-20,AE-002,Crunchy Bites Beef 6oz,Petco,7.08,1259,2.95,1
2026-04-27,AE-002,Crunchy Bites Beef 6oz,Petco,9.37,823,2.95,0
2026-05-04,AE-002,Crunchy Bites Beef 6oz,Petco,9.42,819,2.95,0
2026-05-11,AE-002,Crunchy Bites Beef 6oz,Petco,9.4,813,2.95,0
2026-05-18,AE-002,Crunchy Bites Beef 6oz,Petco,9.37,891,2.95,0
2025-05-26,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.51,638,2.95,0
2025-06-02,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.51,679,2.95,0
2025-06-09,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.5,643,2.95,0
2025-06-16,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.4,784,2.95,0
2025-06-23,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.53,691,2.95,0
2025-06-30,AE-002,Crunchy Bites Beef 6oz,PetSmart,8.5,762,2.95,1
2025-07-07,AE-002,Crunchy Bites Beef 6oz,PetSmart,8.5,831,2.95,1
2025-07-14,AE-002,Crunchy Bites Beef 6oz,PetSmart,8.5,769,2.95,1
2025-07-21,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.45,713,2.95,0
2025-07-28,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.47,752,2.95,0
2025-08-04,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.51,695,2.95,0
2025-08-11,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.41,582,2.95,0
2025-08-18,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.39,713,2.95,0
2025-08-25,AE-002,Crunchy Bites Beef 6oz,PetSmart,5.66,1357,2.95,1
2025-09-01,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.37,771,2.95,0
2025-09-08,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.45,815,2.95,0
2025-09-15,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.46,736,2.95,0
2025-09-22,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.47,701,2.95,0
2025-09-29,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.35,769,2.95,0
2025-10-06,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.41,884,2.95,0
2025-10-13,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.37,771,2.95,0
2025-10-20,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.53,749,2.95,0
2025-10-27,AE-002,Crunchy Bites Beef 6oz,PetSmart,7.08,1153,2.95,1
2025-11-03,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.42,1142,2.95,0
2025-11-10,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.49,1015,2.95,0
2025-11-17,AE-002,Crunchy Bites Beef 6oz,PetSmart,8.02,1286,2.95,1
2025-11-24,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.35,1150,2.95,0
2025-12-01,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.46,1099,2.95,0
2025-12-08,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.39,988,2.95,0
2025-12-15,AE-002,Crunchy Bites Beef 6oz,PetSmart,6.61,1675,2.95,1
2025-12-22,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.44,1048,2.95,0
2025-12-29,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.46,1037,2.95,0
2026-01-05,AE-002,Crunchy Bites Beef 6oz,PetSmart,8.02,934,2.95,1
2026-01-12,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.4,643,2.95,0
2026-01-19,AE-002,Crunchy Bites Beef 6oz,PetSmart,7.55,896,2.95,1
2026-01-26,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.48,635,2.95,0
2026-02-02,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.5,674,2.95,0
2026-02-09,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.35,662,2.95,0
2026-02-16,AE-002,Crunchy Bites Beef 6oz,PetSmart,8.5,825,2.95,1
2026-02-23,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.48,617,2.95,0
2026-03-02,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.37,859,2.95,0
2026-03-09,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.46,801,2.95,0
2026-03-16,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.52,891,2.95,0
2026-03-23,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.46,860,2.95,0
2026-03-30,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.42,779,2.95,0
2026-04-06,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.38,860,2.95,0
2026-04-13,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.37,667,2.95,0
2026-04-20,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.48,788,2.95,0
2026-04-27,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.5,798,2.95,0
2026-05-04,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.46,836,2.95,0
2026-05-11,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.47,849,2.95,0
2026-05-18,AE-002,Crunchy Bites Beef 6oz,PetSmart,9.49,897,2.95,0
2025-05-26,AE-002,Crunchy Bites Beef 6oz,Amazon,8.71,664,2.95,0
2025-06-02,AE-002,Crunchy Bites Beef 6oz,Amazon,8.74,549,2.95,0
2025-06-09,AE-002,Crunchy Bites Beef 6oz,Amazon,8.74,587,2.95,0
2025-06-16,AE-002,Crunchy Bites Beef 6oz,Amazon,8.69,596,2.95,0
2025-06-23,AE-002,Crunchy Bites Beef 6oz,Amazon,8.64,546,2.95,0
2025-06-30,AE-002,Crunchy Bites Beef 6oz,Amazon,8.64,586,2.95,0
2025-07-07,AE-002,Crunchy Bites Beef 6oz,Amazon,8.65,648,2.95,0
2025-07-14,AE-002,Crunchy Bites Beef 6oz,Amazon,8.72,513,2.95,0
2025-07-21,AE-002,Crunchy Bites Beef 6oz,Amazon,8.73,607,2.95,0
2025-07-28,AE-002,Crunchy Bites Beef 6oz,Amazon,8.77,484,2.95,0
2025-08-04,AE-002,Crunchy Bites Beef 6oz,Amazon,8.69,560,2.95,0
2025-08-11,AE-002,Crunchy Bites Beef 6oz,Amazon,7.85,675,2.95,1
2025-08-18,AE-002,Crunchy Bites Beef 6oz,Amazon,8.78,599,2.95,0
2025-08-25,AE-002,Crunchy Bites Beef 6oz,Amazon,8.64,591,2.95,0
2025-09-01,AE-002,Crunchy Bites Beef 6oz,Amazon,8.81,543,2.95,0
2025-09-08,AE-002,Crunchy Bites Beef 6oz,Amazon,8.79,602,2.95,0
2025-09-15,AE-002,Crunchy Bites Beef 6oz,Amazon,8.77,607,2.95,0
2025-09-22,AE-002,Crunchy Bites Beef 6oz,Amazon,8.69,607,2.95,0
2025-09-29,AE-002,Crunchy Bites Beef 6oz,Amazon,8.73,591,2.95,0
2025-10-06,AE-002,Crunchy Bites Beef 6oz,Amazon,8.8,638,2.95,0
2025-10-13,AE-002,Crunchy Bites Beef 6oz,Amazon,8.66,692,2.95,0
2025-10-20,AE-002,Crunchy Bites Beef 6oz,Amazon,8.69,661,2.95,0
2025-10-27,AE-002,Crunchy Bites Beef 6oz,Amazon,8.75,674,2.95,0
2025-11-03,AE-002,Crunchy Bites Beef 6oz,Amazon,6.54,1336,2.95,1
2025-11-10,AE-002,Crunchy Bites Beef 6oz,Amazon,8.77,875,2.95,0
2025-11-17,AE-002,Crunchy Bites Beef 6oz,Amazon,8.76,747,2.95,0
2025-11-24,AE-002,Crunchy Bites Beef 6oz,Amazon,8.72,802,2.95,0
2025-12-01,AE-002,Crunchy Bites Beef 6oz,Amazon,8.7,792,2.95,0
2025-12-08,AE-002,Crunchy Bites Beef 6oz,Amazon,7.41,969,2.95,1
2025-12-15,AE-002,Crunchy Bites Beef 6oz,Amazon,7.41,1168,2.95,1
2025-12-22,AE-002,Crunchy Bites Beef 6oz,Amazon,7.41,1071,2.95,1
2025-12-29,AE-002,Crunchy Bites Beef 6oz,Amazon,8.78,816,2.95,0
2026-01-05,AE-002,Crunchy Bites Beef 6oz,Amazon,8.64,503,2.95,0
2026-01-12,AE-002,Crunchy Bites Beef 6oz,Amazon,6.98,800,2.95,1
2026-01-19,AE-002,Crunchy Bites Beef 6oz,Amazon,7.41,708,2.95,1
2026-01-26,AE-002,Crunchy Bites Beef 6oz,Amazon,8.66,477,2.95,0
2026-02-02,AE-002,Crunchy Bites Beef 6oz,Amazon,8.7,525,2.95,0
2026-02-09,AE-002,Crunchy Bites Beef 6oz,Amazon,8.68,513,2.95,0
2026-02-16,AE-002,Crunchy Bites Beef 6oz,Amazon,8.71,503,2.95,0
2026-02-23,AE-002,Crunchy Bites Beef 6oz,Amazon,8.71,532,2.95,0
2026-03-02,AE-002,Crunchy Bites Beef 6oz,Amazon,8.7,777,2.95,0
2026-03-09,AE-002,Crunchy Bites Beef 6oz,Amazon,8.68,592,2.95,0
2026-03-16,AE-002,Crunchy Bites Beef 6oz,Amazon,8.72,729,2.95,0
2026-03-23,AE-002,Crunchy Bites Beef 6oz,Amazon,8.66,623,2.95,0
2026-03-30,AE-002,Crunchy Bites Beef 6oz,Amazon,8.74,682,2.95,0
2026-04-06,AE-002,Crunchy Bites Beef 6oz,Amazon,5.23,1153,2.95,1
2026-04-13,AE-002,Crunchy Bites Beef 6oz,Amazon,8.65,673,2.95,0
2026-04-20,AE-002,Crunchy Bites Beef 6oz,Amazon,8.72,656,2.95,0
2026-04-27,AE-002,Crunchy Bites Beef 6oz,Amazon,8.65,729,2.95,0
2026-05-04,AE-002,Crunchy Bites Beef 6oz,Amazon,8.8,584,2.95,0
2026-05-11,AE-002,Crunchy Bites Beef 6oz,Amazon,8.7,609,2.95,0
2026-05-18,AE-002,Crunchy Bites Beef 6oz,Amazon,7.41,840,2.95,1
2025-05-26,AE-002,Crunchy Bites Beef 6oz,Independent Pet,9.06,462,2.95,1
2025-06-02,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.0,328,2.95,0
2025-06-09,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.14,353,2.95,0
2025-06-16,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.06,347,2.95,0
2025-06-23,AE-002,Crunchy Bites Beef 6oz,Independent Pet,9.06,439,2.95,1
2025-06-30,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.16,361,2.95,0
2025-07-07,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.05,367,2.95,0
2025-07-14,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.02,344,2.95,0
2025-07-21,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.09,414,2.95,0
2025-07-28,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.08,385,2.95,0
2025-08-04,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.09,359,2.95,0
2025-08-11,AE-002,Crunchy Bites Beef 6oz,Independent Pet,8.56,422,2.95,1
2025-08-18,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.05,360,2.95,0
2025-08-25,AE-002,Crunchy Bites Beef 6oz,Independent Pet,9.98,359,2.95,0
2025-09-01,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.07,425,2.95,0
2025-09-08,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.06,384,2.95,0
2025-09-15,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.17,381,2.95,0
2025-09-22,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.04,394,2.95,0
2025-09-29,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.1,393,2.95,0
2025-10-06,AE-002,Crunchy Bites Beef 6oz,Independent Pet,9.98,342,2.95,0
2025-10-13,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.13,410,2.95,0
2025-10-20,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.11,435,2.95,0
2025-10-27,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.13,436,2.95,0
2025-11-03,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.03,557,2.95,0
2025-11-10,AE-002,Crunchy Bites Beef 6oz,Independent Pet,8.56,685,2.95,1
2025-11-17,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.05,504,2.95,0
2025-11-24,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.06,588,2.95,0
2025-12-01,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.14,538,2.95,0
2025-12-08,AE-002,Crunchy Bites Beef 6oz,Independent Pet,7.05,824,2.95,1
2025-12-15,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.15,543,2.95,0
2025-12-22,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.15,439,2.95,0
2025-12-29,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.07,606,2.95,0
2026-01-05,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.07,348,2.95,0
2026-01-12,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.09,293,2.95,0
2026-01-19,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.08,330,2.95,0
2026-01-26,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.03,347,2.95,0
2026-02-02,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.06,327,2.95,0
2026-02-09,AE-002,Crunchy Bites Beef 6oz,Independent Pet,6.04,609,2.95,1
2026-02-16,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.09,301,2.95,0
2026-02-23,AE-002,Crunchy Bites Beef 6oz,Independent Pet,9.98,357,2.95,0
2026-03-02,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.05,345,2.95,0
2026-03-09,AE-002,Crunchy Bites Beef 6oz,Independent Pet,9.98,398,2.95,0
2026-03-16,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.11,381,2.95,0
2026-03-23,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.1,403,2.95,0
2026-03-30,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.16,412,2.95,0
2026-04-06,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.04,405,2.95,0
2026-04-13,AE-002,Crunchy Bites Beef 6oz,Independent Pet,9.98,424,2.95,0
2026-04-20,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.03,426,2.95,0
2026-04-27,AE-002,Crunchy Bites Beef 6oz,Independent Pet,9.97,421,2.95,0
2026-05-04,AE-002,Crunchy Bites Beef 6oz,Independent Pet,9.99,441,2.95,0
2026-05-11,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.11,409,2.95,0
2026-05-18,AE-002,Crunchy Bites Beef 6oz,Independent Pet,10.17,439,2.95,0
2025-05-26,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.4,979,4.2,0
2025-06-02,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.61,889,4.2,0
2025-06-09,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.61,974,4.2,0
2025-06-16,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.5,874,4.2,0
2025-06-23,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.44,952,4.2,0
2025-06-30,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.41,989,4.2,0
2025-07-07,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.42,1021,4.2,0
2025-07-14,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.49,876,4.2,0
2025-07-21,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.51,689,4.2,0
2025-07-28,AE-003,Soft Chews Salmon 8oz,Chewy.com,11.24,1091,4.2,1
2025-08-04,AE-003,Soft Chews Salmon 8oz,Chewy.com,9.99,1405,4.2,1
2025-08-11,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.56,885,4.2,0
2025-08-18,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.38,1008,4.2,0
2025-08-25,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.53,872,4.2,0
2025-09-01,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.58,953,4.2,0
2025-09-08,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.61,826,4.2,0
2025-09-15,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.59,970,4.2,0
2025-09-22,AE-003,Soft Chews Salmon 8oz,Chewy.com,10.62,1223,4.2,1
2025-09-29,AE-003,Soft Chews Salmon 8oz,Chewy.com,8.74,1666,4.2,1
2025-10-06,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.44,1137,4.2,0
2025-10-13,AE-003,Soft Chews Salmon 8oz,Chewy.com,10.62,1129,4.2,1
2025-10-20,AE-003,Soft Chews Salmon 8oz,Chewy.com,10.62,1120,4.2,1
2025-10-27,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.39,897,4.2,0
2025-11-03,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.41,1190,4.2,0
2025-11-10,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.59,1151,4.2,0
2025-11-17,AE-003,Soft Chews Salmon 8oz,Chewy.com,7.49,3205,4.2,1
2025-11-24,AE-003,Soft Chews Salmon 8oz,Chewy.com,11.24,1708,4.2,1
2025-12-01,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.42,1245,4.2,0
2025-12-08,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.52,1500,4.2,0
2025-12-15,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.53,1329,4.2,0
2025-12-22,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.43,1343,4.2,0
2025-12-29,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.54,1191,4.2,0
2026-01-05,AE-003,Soft Chews Salmon 8oz,Chewy.com,9.99,1081,4.2,1
2026-01-12,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.44,828,4.2,0
2026-01-19,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.55,927,4.2,0
2026-01-26,AE-003,Soft Chews Salmon 8oz,Chewy.com,10.62,871,4.2,1
2026-02-02,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.39,833,4.2,0
2026-02-09,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.4,865,4.2,0
2026-02-16,AE-003,Soft Chews Salmon 8oz,Chewy.com,9.99,1214,4.2,1
2026-02-23,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.59,763,4.2,0
2026-03-02,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.6,949,4.2,0
2026-03-09,AE-003,Soft Chews Salmon 8oz,Chewy.com,9.37,1419,4.2,1
2026-03-16,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.58,929,4.2,0
2026-03-23,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.48,975,4.2,0
2026-03-30,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.51,1033,4.2,0
2026-04-06,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.58,984,4.2,0
2026-04-13,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.44,1020,4.2,0
2026-04-20,AE-003,Soft Chews Salmon 8oz,Chewy.com,10.62,1250,4.2,1
2026-04-27,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.56,918,4.2,0
2026-05-04,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.41,1049,4.2,0
2026-05-11,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.38,859,4.2,0
2026-05-18,AE-003,Soft Chews Salmon 8oz,Chewy.com,12.61,965,4.2,0
2025-05-26,AE-003,Soft Chews Salmon 8oz,Petco,13.01,696,4.2,0
2025-06-02,AE-003,Soft Chews Salmon 8oz,Petco,13.07,601,4.2,0
2025-06-09,AE-003,Soft Chews Salmon 8oz,Petco,13.18,620,4.2,0
2025-06-16,AE-003,Soft Chews Salmon 8oz,Petco,12.99,672,4.2,0
2025-06-23,AE-003,Soft Chews Salmon 8oz,Petco,11.14,802,4.2,1
2025-06-30,AE-003,Soft Chews Salmon 8oz,Petco,13.21,547,4.2,0
2025-07-07,AE-003,Soft Chews Salmon 8oz,Petco,9.83,908,4.2,1
2025-07-14,AE-003,Soft Chews Salmon 8oz,Petco,13.2,648,4.2,0
2025-07-21,AE-003,Soft Chews Salmon 8oz,Petco,13.11,555,4.2,0
2025-07-28,AE-003,Soft Chews Salmon 8oz,Petco,13.1,609,4.2,0
2025-08-04,AE-003,Soft Chews Salmon 8oz,Petco,11.14,702,4.2,1
2025-08-11,AE-003,Soft Chews Salmon 8oz,Petco,13.19,487,4.2,0
2025-08-18,AE-003,Soft Chews Salmon 8oz,Petco,13.16,665,4.2,0
2025-08-25,AE-003,Soft Chews Salmon 8oz,Petco,13.18,619,4.2,0
2025-09-01,AE-003,Soft Chews Salmon 8oz,Petco,13.13,634,4.2,0
2025-09-08,AE-003,Soft Chews Salmon 8oz,Petco,13.14,579,4.2,0
2025-09-15,AE-003,Soft Chews Salmon 8oz,Petco,13.2,689,4.2,0
2025-09-22,AE-003,Soft Chews Salmon 8oz,Petco,9.18,1217,4.2,1
2025-09-29,AE-003,Soft Chews Salmon 8oz,Petco,11.8,703,4.2,1
2025-10-06,AE-003,Soft Chews Salmon 8oz,Petco,13.03,677,4.2,0
2025-10-13,AE-003,Soft Chews Salmon 8oz,Petco,13.14,551,4.2,0
2025-10-20,AE-003,Soft Chews Salmon 8oz,Petco,13.16,667,4.2,0
2025-10-27,AE-003,Soft Chews Salmon 8oz,Petco,13.13,712,4.2,0
2025-11-03,AE-003,Soft Chews Salmon 8oz,Petco,13.23,871,4.2,0
2025-11-10,AE-003,Soft Chews Salmon 8oz,Petco,13.12,782,4.2,0
2025-11-17,AE-003,Soft Chews Salmon 8oz,Petco,13.16,850,4.2,0
2025-11-24,AE-003,Soft Chews Salmon 8oz,Petco,13.05,714,4.2,0
2025-12-01,AE-003,Soft Chews Salmon 8oz,Petco,13.06,911,4.2,0
2025-12-08,AE-003,Soft Chews Salmon 8oz,Petco,13.24,890,4.2,0
